0011011011,01
0111000000,10
0100001110,01
0111111111,01
1001110001,10
1010001011,01
0000010110,01
0011001001,11
1001100110,10
1101011010,11
0011111000,10
1010001101,01
0001001111,01
0101101111,01
0011110000,10
1110111001,10
1111100010,10
0100010001,01
1001011011,01
0111010101,11
1111111101,10
0101001011,01
0100111111,01
1011101010,10
1011001110,11
0011011110,01
0110110011,11
1101010001,10
0100101000,10
1111110110,10
0111011100,11
1000101011,01
0001111111,01
0111110010,10
1000111110,01
0100000100,11
0110110010,10
1101001100,10
1001001100,11
0110010110,01
0100101110,01
1111010001,10
0101001010,11
0000100010,11
0111110110,10
1101101101,10
1011010010,10
1100101010,10
1101001110,11
0101101001,10
1111111111,11
1110100100,10
0000011110,01
1100111100,11
1100010001,11
0110011111,01
0001010110,01
0011010011,01
0010101100,11
0010001001,01
1100001111,01
1101001001,10
0000000110,01
0010100101,11
0111101000,10
0001001000,11
0011001011,01
1101000011,10
1111000010,10
0011111111,01
0101001001,11
1110010001,10
1111110100,10
0110101100,10
1011110100,10
0001001011,01
1011001011,11
0101100011,10
1010011001,01
0110100100,10
0000010001,01
0100010110,01
1100111110,01
1110100001,10
1110110111,11
0101010110,01
0000100110,01
0111001111,01
1111010011,10
1100110011,11
1111010110,10
0111101100,10
1111110111,10
1000001110,01
0100011000,01
0001101010,11
1101111101,11
0100100001,10
0111011101,01
1000111011,01
1111001011,10
1000001101,01
1110100011,10
1110111111,01
1010000100,10
1111100001,10
1000010000,11
1001111101,01
0001010101,01
1100001110,01
1100010100,11
0010000111,01
1100111111,01
0011010000,10
1000101100,11
1001011101,01
1110011110,01
1100011110,01
1001100001,10
1001100100,10
1101000000,10
1010111000,10
0111010010,10
0111111000,10
0010011001,01
0100001111,01
1000001111,01
1101100101,10
0000100001,11
0100010111,01
1111001010,10
1101110110,10
0111101010,10
0011000001,10
1110101010,10
0101101101,11
0000011011,01
0001110111,01
1000010101,01
0010010000,11
1010100010,10
1110010101,11
0001111001,01
0000111000,01
0101110000,10
0101100000,10
1110100101,10
1001001101,01
1011001010,10
1100110110,11
1110111110,11
1100101111,01
0000001000,01
0010110001,11
0000010101,01
0011011010,01
0110100001,10
1001101011,11
1001110110,11
0001101111,01
1011011000,10
0100011010,01
0100000000,10
0001100011,11
0111011000,10
0011110110,11
1010100100,10
1101111111,01
1101001011,11
0110111010,11
1110011100,11
0011101010,10
1100101001,10
0111101111,11
0010011101,01
1101011111,01
0101000101,11
1010111111,01
1100001011,01
0010001010,01
1011100110,10
1100011101,01
1010101011,11
0010110100,11
1000110000,10
1000111111,01
0000101110,01
0010010011,01
0000100100,11
0110101000,10
1011101011,10
0110111011,01
1101000101,10
1010000101,11
1001110010,10
1011111010,10
0010111011,01
1111111010,10
1111101101,10
1010101010,10
0011000100,10
0101000110,11
1101101111,11
1111110011,10
1010001010,11
0100100110,11
0011111101,01
1001010110,01
0100001000,11
1000100100,10
1101111000,10
0101011010,01
0100001001,01
0001000001,11
1111011001,10
1110000110,10
0101111110,01
0100100100,10
1100000101,11
1110110110,10
1010011100,01
1000100110,11
0111111110,11
1111101111,10
0001011010,01
0110001000,10
0010110111,01
0101011100,01
1001110111,01
0010010010,01
1000011011,01
0100000011,01
1011011101,01
1010101000,10
0000101101,01
0110000100,10
1000001000,11
1101101010,10
1100111101,01
1011111001,10
1101111001,10
0000000000,11
0110000001,10
1111111100,10
1111100111,10
1111001000,10
0110000101,11
1011110000,10
1001101010,10
1100110010,10
1011100111,10
0111000010,10
0110000010,10
1001011010,01
1001010001,11
0011100101,10
0001111110,01
0110010001,11
0010110000,10
1011000001,10
1010110010,10
0001011100,01
1111000000,10
1110111101,11
0110100011,10
0011001110,01
0010011111,01
0100111010,01
0110011011,01
0110011110,01
0010111000,11
0111100110,10
1100111000,10
0100101001,11
0011110001,10
1000001011,01
0001001101,01
1011001100,10
1001110100,10
0101111000,10
1001000011,11
0001111010,01
1101111100,10
0000011101,01
0110010100,11
0000101011,01
0000000001,01
1000101101,01
0001101000,10
1110100111,10
0000000011,01
0111000101,10
0000101000,11
1111110001,10
0101101100,10
0101101000,10
1011101100,10
1011101101,10
1011000110,10
1010111001,11
0010001000,11
0110101101,11
0110101110,11
1100111011,01
1111000111,10
1010111010,11
0001000110,01
1111101001,10
0000001101,01
1100110100,10
0111010110,11
1111110101,10
0111001001,10
0101010001,11
0111000001,10
1011110011,10
0010101011,01
0100101100,11
0000010111,01
0110001111,01
1101111011,11
1011011010,11
1001000101,11
0110101111,01
1111100100,10
1011100011,10
0000000111,01
0101001110,01
0001101011,01
0010010100,01
1110101111,11
1110011101,01
1100101011,11
0101010000,10
0011100001,10
1110101011,10
1101100011,10
1010100110,10
0010101010,11
1110000000,10
1100000010,10
0111100001,10
1000011111,01
1001111001,11
0110111111,01
1101110001,10
1110001101,11
1110000100,10
1110010011,11
1011010100,10
0001111101,01
0011011100,01
1001100101,10
1010101001,10
0010100111,01
0010000001,11
1001111110,01
1111101000,10
1011011001,11
0111111101,11
1010001100,11
0000111111,01
0011100000,10
0010110101,01
0110000110,11
0001010100,01
1110000101,10
0001001110,01
0000111010,01
0001110100,11
0101100110,10
1100101100,10
0001111000,11
0010111111,01
0111011011,01
0000000100,01
1011011110,01
1101111110,11
1010100001,10
1000010001,01
0111010011,11
0111110101,10
0010011011,01
0011011000,11
1010001110,01
1111001110,10
0000110001,01
1011010001,10
1110010110,11
0001011111,01
0010101000,10
0111100111,10
1110010010,10
0010111001,01
1010001000,10
1110101110,10
1101001000,10
0101010010,11
0110110100,10
0011010111,01
0011110011,11
0100010101,01
1110010100,10
0110001101,01
0011000000,10
1010011011,01
0111111011,11
1101010010,10
0110110101,11
0101111001,11
0011001010,11
0101110100,10
1011110010,10
1010001111,01
0001100000,10
0110010011,01
1010110101,11
1111000100,10
1001100011,10
1011111011,11
1100000100,10
0101000001,10
1000111001,01
0011000110,11
0011101001,10
0100101011,01
0110011101,01
0111100101,10
0110010000,10
0010110110,01
0011010110,01
0011010100,11
0101001111,01
1101110000,10
1110110100,10
1110001100,10
1100110111,01
0110111100,11
0111110000,10
0100001011,01
0000110010,01
0101110011,11
0100000110,01
0101000100,10
0100100111,01
1110011001,11
1110100110,10
1011010101,11
0000101111,01
0101011011,01
0101011001,01
1011111101,11
1011111111,01
1100101101,11
0001100001,10
1011111100,10
0000101100,01
1101011000,10
0011110010,10
1101101100,10
1111111110,10
0110100111,11
1101110011,10
1001001010,11
0011001000,10
0001011011,01
0001010111,01
1011000000,10
0010001110,01
0011001101,01
0111000111,11
1000000110,01
0010010110,01
1110001001,10
0000001001,01
0000001100,01
0000011010,01
0010110010,11
0110011000,11
1100001101,01
0100010000,11
0101110001,10
1101111010,10
1100100101,10
1011010110,11
1001001011,01
1010100000,10
1001110011,11
1001010000,10
0111110100,10
1001100010,10
0010000000,10
0111101001,10
1101100000,10
1001010011,01
0111001101,11
0001010000,11
1000100010,10
1010000001,10
0101110010,10
1100011010,01
0001011001,01
0000100011,01
0111001000,10
0000111110,01
0000001010,01
0110011100,01
1111001100,10
0011010010,11
1000011100,01
1010110001,10
0100000001,11
0101010101,01
0100011111,01
1010010010,11
1010100101,10
1001000100,10
0001100010,10
1110001110,11
1100101000,10
0010100001,10
0000010011,01
0110100000,10
0101011110,01
0100110110,01
1111000110,10
1100011000,11
0011010001,11
0110000111,01
1101100110,10
0010001111,01
0001011000,01
0100110101,01
1000000000,10
0001010011,01
1000101001,11
1000000001,11
0101001000,10
1000000010,11
1001010111,01
1001111111,01
0100101101,01
1111001101,10
1011101111,11
0111110001,10
1111010000,10
1100011111,01
1110101000,10
0111001010,10
1110000010,10
1000110100,11
1100010011,01
1011101110,10
1101100111,10
0100111101,01
0010110011,01
0010011010,01
1001110101,11
0110101010,10
0001101110,01
1011111000,10
1101010110,11
0000100111,01
1010000000,10
1011001000,10
1000010011,01
0000001011,01
1011000100,10
0101111011,01
0001000011,01
1010100111,11
1111000101,10
1111111001,10
1010000110,11
0100100010,10
1000011001,01
0111010000,10
0111101110,10
1111011111,01
0111100010,10
0010011100,01
1010010101,01
1110110001,10
0110001100,11
0101110111,01
0001000000,10
1010011111,01
1001011001,01
0001111100,01
0000011000,01
1101000111,11
0001000100,11
0001101001,11
0110011001,01
0001110001,11
0111011001,11
0011101011,11
1000011101,01
1001000010,10
1111101110,10
1101000001,10
0010111110,01
0010010101,01
0011100111,11
0111011110,01
